name,type,etc,etc2,longitude,latitude,joindate,outdate
안내도,안내판,196924.64,593511.3,126.9650138,37.9415359,12/29/2015 02:23:00 PM,
이정표,안내판,196931.04,593500.71,126.9650867,37.94144051,12/31/2015 08:32:00 PM,
안내판,안내판,197057.4,593480.61,126.9665243,37.94125984,12/30/2015 07:04:23 AM,
이정표,안내판,197306.16,593357.7,126.9693547,37.94015326,01/02/2016 01:07:41 PM,
이정표,안내판,197289.4,593326.7,126.9691641,37.93987392,01/01/2016 12:03:00 PM,
이정표,안내판,197310.05,593218.33,126.9693995,37.93889764,01/04/2016 10:52:27 AM,
이정표,안내판,197271.35,593234.2,126.9689591,37.9390405,12/25/2015 06:22:43 PM,
안내도,안내판,197148.52,593249.61,126.9675618,37.93917896,12/26/2015 05:52:00 PM,
안내도,안내판,197371.29,593468.96,126.9700952,37.94115584,12/21/2015 12:59:00 PM,01/04/2016 12:03:00 PM
이정표,안내판,196184.58,593615.05,126.9565941,37.94246781,12/22/2015 11:11:49 AM,
이정표,안내판,196349.55,593740.33,126.9584703,37.94359719,12/31/2015 02:02:25 PM,
이정표,안내판,195893.18,593474.99,126.9532798,37.94120469,01/03/2016 08:12:28 AM,
이정표,안내판,196450.85,595178.68,126.9596156,37.95655621,12/21/2015 09:43:25 AM,
이정표,안내판,197370.13,593468.39,126.970082,37.9411507,12/20/2015 08:50:00 PM,12/22/2015 04:12:51 PM
안내도,안내판,197020.3,593194.46,126.9661034,37.93868168,01/05/2016 10:56:54 AM,
안내판,안내판,195396.22,592956.74,126.9476296,37.9365332,01/02/2016 08:57:36 AM,
이정표,안내판,195700.32,593140.55,126.9510878,37.9381907,12/28/2015 08:59:35 PM,
이정표,안내판,195844.07,593139.92,126.9527231,37.93818569,12/22/2015 07:50:44 PM,
위험지역,안내판,197010.13,594088.17,126.965984,37.94673342,01/05/2016 12:27:00 PM,
위험지역,안내판,197204.41,593683.61,126.9681959,37.94308921,12/27/2015 11:22:11 AM,
쉼터 1,쉼터,192505.05,530696.28,126.9153801,37.3755589,01/01/2016 10:55:16 PM,
쉼터 3,쉼터,192710.4,530833.07,126.9176972,37.37679305,12/22/2015 03:25:41 PM,
쉼터 4,쉼터,192536.05,530694.47,126.9157301,37.37554284,12/29/2015 11:37:00 AM,
쉼터 1,쉼터,192083.97,530326.75,126.91063,37.37222585,12/26/2015 03:25:09 PM,
쉼터 4,쉼터,193273.74,531704.91,126.9240497,37.38465279,12/28/2015 12:14:08 PM,
쉼터 5,쉼터,193238.12,531711.16,126.9236474,37.38470884,12/22/2015 10:59:53 AM,
쉼터 6,쉼터,193121.43,531644.66,126.9223304,37.3841088,01/04/2016 08:54:57 AM,
쉼터 7,쉼터,192569.46,531682.22,126.9160974,37.38444297,12/29/2015 09:37:53 PM,
쉼터 8,쉼터,192371.62,531595.38,126.9138644,37.38365891,12/23/2015 07:22:39 AM,
관모쉼터,쉼터,193089.71,530792,126.9219802,37.3764259,12/23/2015 08:40:00 AM,
쉼터,쉼터,193096.37,531633.6,126.9220475,37.38400896,12/21/2015 02:31:00 PM,
쉼터 1,쉼터,192104.4,530003,126.9108641,37.36930895,12/28/2015 04:25:00 PM,
쉼터 2,쉼터,192091.41,530317.53,126.9107141,37.37214284,01/01/2016 08:13:50 AM,
쉼터,쉼터,190756.08,529653.03,126.8956469,37.36614319,12/22/2015 04:12:51 PM,
이정표,안내판,192413.69,531189.91,126.9143436,37.38000588,01/02/2016 08:54:27 AM,
이정표 2,안내판,192340.57,531549.25,126.9135143,37.38324302,12/22/2015 10:01:09 AM,
이정표 1,안내판,190388.1,530633.79,126.8914801,37.37497633,01/01/2016 02:34:00 PM,
이정표 2,안내판,192807.87,530871.82,126.9187973,37.37714295,01/04/2016 02:31:59 PM,
이정표,안내판,193097.87,531631.82,126.9220645,37.38399294,12/30/2015 04:38:00 PM,
이정표,안내판,192708.9,530834.85,126.9176803,37.37680907,12/30/2015 04:34:00 PM,
이정표,안내판,192019.93,529683.1,126.9099139,37.36642585,12/20/2015 08:13:02 AM,
이정표 2,안내판,192045.02,529708.94,126.9101969,37.36665889,01/02/2016 02:04:18 PM,
이정표 5,안내판,192093.71,529662.72,126.910747,37.36624285,01/03/2016 08:59:02 AM,
이정표 6,안내판,191482.99,528705.1,126.9038637,37.35760905,12/20/2015 09:41:00 AM,
이정표 7,안내판,191233.49,528766.41,126.9010468,37.35815914,12/31/2015 09:56:36 PM,
이정표 1,안내판,192071.54,529638.66,126.910497,37.36602588,12/28/2015 01:27:00 PM,
병목안시민공원옆,쉼터,191885.41,531539.72,126.908375,37.38315328,01/04/2016 07:32:28 PM,
병목안시민공원옆,쉼터,191912.44,531536.69,126.9086802,37.38312621,12/28/2015 11:53:23 AM,
